iter	RMSE
647	0.04051718749
648	0.04039142099
649	0.04026868605
650	0.04016456314
651	0.0400380812
652	0.0399159215
653	0.03981407628
654	0.0396490244
655	0.03952839281
656	0.03942783926
657	0.03932857894
658	0.03920850975
659	0.03908979831
660	0.03899266342
661	0.03883205994
662	0.03871313707
663	0.03861723109
664	0.03845931104
665	0.03834188675
666	0.03824719327
667	0.03815371487
668	0.03803685413
669	0.03788247693
670	0.03776738458
671	0.03767479701
672	0.03756327536
673	0.03747295291
674	0.03735807265
675	0.0372076061
676	0.03711842339
677	0.03700500251
678	0.03691668368
679	0.0367690078
680	0.03665703137
681	0.03656982703
682	0.0364638839
683	0.0363524045
684	0.03626706284
685	0.03612313729
686	0.03601260131
687	0.035903271
688	0.03581870047
689	0.03573521293
690	0.03559292017
691	0.03548488708
692	0.03537764267
693	0.03533416557
694	0.03522808943
695	0.03518534603
696	0.03514342265
697	0.0350040772
698	0.03486609862
699	0.03472947422
700	0.03465119424
701	0.0345738024
702	0.03453207171
703	0.03439697137
704	0.03426319789
705	0.03418718595
706	0.03410530794
707	0.03403000229
708	0.03394901508
709	0.03386906103
710	0.03379429801
711	0.03371520692
712	0.03364113597
713	0.03356289465
714	0.03348564417
715	0.03341210437
716	0.03333567779
717	0.03324126919
718	0.03316669231
719	0.03309357257
720	0.03300125677
721	0.03287310525
722	0.03280089921
723	0.03272805421
724	0.03269225214
725	0.03265341687
726	0.03258198136
727	0.03251010954
728	0.03247578786
729	0.03243851206
730	0.03236818304
731	0.03234933116
732	0.0322784022
733	0.03224218321
734	0.03220665113
735	0.03218770986
736	0.03215305879
737	0.03202347715
738	0.03195426767
739	0.03182632783
740	0.03169993773
741	0.03163164622
742	0.03150685261
743	0.03143939718
744	0.03131617623
745	0.03119444508
746	0.03112787461
747	0.03100767315
748	0.03088892401
749	0.03082322078
750	0.03070595978
751	0.03059011474
752	0.03052526173
753	0.03041086463
754	0.03034679863
755	0.03023382836
756	0.0301222203
757	0.03005897566
758	0.02994875622
759	0.02982851322
760	0.02970768035
761	0.02959139311
762	0.02948312054
763	0.02939454743
764	0.02928281154
765	0.02917319577
766	0.02911346455
767	0.0290273459
768	0.02893636489
769	0.02885409378
770	0.02877305879
771	0.02869324087
772	0.02861462128
773	0.02853718155
774	0.02846090348
775	0.02838576919
776	0.02831176102
777	0.0282388616
778	0.02816705384
779	0.02809632089
780	0.02802642019
781	0.02796737251
782	0.02790899059
783	0.02783993088
784	0.02778216542
785	0.02771342044
786	0.02765611308
787	0.02757292799
788	0.02750490551
789	0.02743812098
790	0.02737177678
791	0.02728925579
792	0.02722378773
793	0.02716745393
794	0.02708618405
795	0.02702160902
796	0.02695744251
797	0.02687692802
798	0.02681360289
799	0.02672986242
800	0.0266729397
801	0.02658981124
802	0.02653391667
803	0.02645139599
804	0.02639650698
805	0.02631459002
806	0.02623346419
